band,site,mb_side,recap,sex,how_sexed,initials,date_captured,rwl1,rwl2,rwl3,intact_lts,intact_rts,lts1,lts2,lts3,rts1,rts2,rts3,mass_1,mass_2,mass_2_date,mass_3,mass_3_date,color_top,color_bottom,mb_tape,cb_side,lysis,amount,notes_1,nest_1,old_new_1,mate_band_1,ci_1,eggs_1,hatched_1,day_12_1,nest_fate_1,success_1,nest_2,old_new_2,mate_band_2,ci_2,eggs_2,hatched_2,day_12_2,nest_fate_2,success_2,notes_2,nest_3,old_new_3,mate_band_3,ci_3,eggs_3,hatched_3,day_12_3,nest_fate_3,success_3,notes_3,nest_4,old_new_4,mate_band_4,ci_4,eggs_4,hatched_4,day_12_4,nest_fate_4,success_4,notes_4,throat_avg_bright,throat_chroma,throat_hue,throat_total_bright,breast_avg_bright,breast_chroma,breast_hue,breast_total_bright,belly_avg_bright,belly_chroma,belly_hue,belly_total_bright,vent_avg_bright,vent_chroma,vent_hue,vent_total_bright,bird_notes,adult_manipulated,adult_treatment,nest_manipulated,nest_treatment,body_feathers,mass_4_date,mass_4,year,julian_ci_1,julian_ci_2,julian_ci_3,julian_ci_4,mean_rwl,mean_rts,mean_lts,adult_manipulation_date,nest_manipulation_date,additional_data,mass,morph_date,plasma,julian_date_captured,paint_left,paint_right,single_cb_color,cb_tape,total_rs,plasma_date,mass_5_date,mass_5,date_feather
2600-27328,Colorado Horse Rescue,NA,Y,F,TS,CG,2012-06-26,118,117.5,118,Y,Y,79,79.5,80,80,80,80,17.25,17.5,8/2/2012,0,NA,NA,NA,GREEN,NA,N,NA,NA,6,old,2600-27212,2012-05-28,5,5,3,FLEDGED,Y,6.2,old,2600-27212,2012-07-13,4,4,4,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2466241,0.437431971,621.3466667,60402.50833,35.74252712,0.44010877,555.3466667,71377.82667,26.66171891,0.476119054,617.7366667,53243.45267,;,N,NA,Y,Cross foster,Y,NA,NA,2012,149,195,NA,NA,117.8333333,80,79.5,NA,2012-07-30,Parasite and additional morphometric data available,NA,6/26/2012,Y,178,BLUE,BLUE,GREEN,YELLOW,NA,7/9/2012,NA,NA,62612
2600-27329,Colorado Horse Rescue,NA,Y,F,BP,CG,2012-06-04,120.5,119,120,Y,Y,84,83,84,82,82,82,18.5,16.5,7/26/2012,0,NA,NA,NA,NA,NA,N,NA,NA,21,old,2600-27405,2012-05-24,5,5,5,FLEDGED,Y,22,old,2600-27405,2012-07-08,3,3,3,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7089561,0.480062452,619.7566667,51340.78533,34.68657286,0.420115814,610.7233333,69269.086,29.62652545,0.391690103,579.4033333,59164.17133,34.02496812,0.415160752,589.08,67947.86133,;,N,NA,Y,Cross foster,Y,8/2/2012,15,2012,145,190,NA,NA,119.8333333,82,83.66666667,NA,2012-06-14; 2012-07-27,Parasite and additional morphometric data available,NA,6/4/2012,Y,156,PURPLE,YELLOW,HOT PINK,RED,NA,6/4/2012,NA,NA,60412
2600-27330,Autumn Hill,NA,Y,M,NA,CV,2012-06-08,123,123,123,N,N,NA,NA,NA,NA,NA,NA,17.5,18,7/10/2012,0,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34477934,0.5361411,694.15,20658.52433,25.97980287,0.470856798,669.08,51881.66633,19.09415657,0.481258372,623.4133333,38131.03067,15.60419563,0.568112051,668.6933333,31161.57867,mud on bill;,N,NA,N,NA,Y,NA,NA,2012,NA,NA,NA,NA,123,NA,NA,NA,NA,Parasite and additional morphometric data available,NA,6/8/2012,Y,160,yellow,yellow,dark green,white,NA,6/8/2012,NA,NA,71012
2600-27337,Mayas,NA,N,M,TS,RS,2012-05-15,119,119,119.5,Y,Y,101,101,101,102,102,102,18,19,6/15/2012,18.5,7/18/2012,NA,NA,NA,NA,N,NA,NA,84,old,2540-44566,2012-05-03,5,4,4,Fledged,Y,29,old,2540-44566,2012-06-25,4,4,3,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19180487,0.496526288,663.3966667,28341.03433,21.23205341,0.490056079,642.47,42400.41067,18.23832833,0.48510218,634.7333333,36421.94167,21.30707778,0.479338592,640.72,42550.23433,;,N,NA,Y,Cross foster,Y,NA,NA,2012,124,177,NA,NA,119.1666667,102,101,NA,2012-05-26,Parasite and additional morphometric data available,NA,5/15/2012,Y,136,Blue,Blue,Dk Blue,NA,NA,6/15/2012,NA,NA,51512
2600-27338,Golden Grizzly,NA,N,M,NA,MF,2012-05-21,120.5,121,121,Y,Y,90.5,90.5,90,90,90.5,90.5,15.5,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;,N,NA,N,NA,N,NA,NA,2012,NA,NA,NA,NA,120.8333333,90.33333333,90.33333333,NA,NA,Parasite and additional morphometric data available,NA,5/21/2012,N,142,NA,RED,RED,NA,NA,?,NA,NA,NA
2600-27339,Mayas,NA,N,F,NA,AKH,2012-05-23,115,115,115,Y,Y,73.5,73.5,73.5,73,73,73,20.5,18.5,6/6/2012,19,NA,NA,NA,NA,NA,N,NA,NA,35,old,2540-98898,2012-05-25,5,5,5,Fledged,Y,36,old,2540-98898,2012-07-01,4,4,3,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.34237606,0.465656257,610.41,48611.725,38.64648489,0.416260862,643.4066667,77177.03033,43.91119095,0.410952244,641.3666667,87690.64833,24.84809481,0.460683937,634.8133333,49621.64533,gravid;,N,NA,Y,Cross foster,Y,NA,NA,2012,146,183,NA,NA,115,73,73.5,NA,2012-07-20,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,Yellow,Green,Red,NA,NA,7/13/2012,NA,NA,52312
2600-27340,Mayas,NA,N,F,BP,MF,2012-05-23,115,115.5,115,Y,Y,73.5,73.5,74,73,73.5,73.5,17.3,NA,NA,15.25,7/13/2012,NA,NA,NA,NA,N,NA,"Chicks very skinny, male died?",16,old,?,2012-05-26,5,5,4,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25134251,0.521352049,660.04,22468.931,29.62741729,0.441870842,599.75,59165.95232999999,27.90825972,0.464816805,626.06,55732.79467,20.00661058,0.501714029,634.02,39953.20133,;,N,NA,N,NA,Y,NA,NA,2012,147,NA,NA,NA,115.1666667,73.33333333,73.66666667,NA,NA,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,Yellow,Purple,Yellow,NA,NA,6/6/2012,NA,NA,52312
2600-27341,Mayas,NA,N,M?,"TS, BP",CV,2012-05-23,118,117,117,Y,Y,90,89,89,87,86,87,16.45,17.75,6/13/2012,0,NA,NA,NA,NA,NA,Y,NA,NA,46,old,2600-27345,2012-05-14,2,1,0,Failed,N,46.2,old,2600-27345,2012-05-09,5,5,4,Fledged,Y,NA,78,old,2600-27345,2012-07-25,4,0,0,Failed,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.94162293,0.512994512,669.4066667,37826.421,30.24472325,0.480007781,603.1033333,60398.712329999995,31.75284694,0.434128556,654.3966667,63410.43533,24.24685178,0.474034986,600.8133333,48420.963,;,N,NA,Y,Cross foster,Y,NA,NA,2012,135,130,207,NA,117.3333333,86.66666667,89.33333333,NA,2012-07-01,Parasite and additional morphometric data available,NA,5/23/2012,N,144,Yellow,Red,Lt Blue,NA,NA,NA,NA,NA,52312
2600-27342,Mayas,NA,N,M,TS,CV,2012-05-23,114,115,114,Y,Y,95,95,95,94,94,95,17.5,NA,6/6/2012,0,NA,NA,NA,NA,NA,Y,NA,NA,26,old,2540-98990,2012-05-18,4,4,4,Fledged,Y,24,old,2540-98990,2012-07-03,4,4,4,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.56105458,0.435528103,627.1,63027.426,31.44641796,0.433611814,628.7866667,62798.49667000001,27.68482591,0.469614952,599.4366667,55286.59733,33.97672525,0.430775385,619.1666667,67851.52033,;,N,NA,Y,Cross foster,Y,NA,NA,2012,139,185,NA,NA,114.3333333,94.33333333,95,NA,2012-06-08; 2012-07-21,Parasite and additional morphometric data available,NA,5/23/2012,N,144,Red,Yellow,NA,NA,NA,NA,NA,NA,52312
2600-27343,Mayas,NA,N,F,BP,JKH,2012-05-23,118,118.5,118,Y,Y,82,82,82,83,83,83,21.5,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,62,old,?,2012-05-21,4,4,3,Fledged,Y,61,old,?,2012-07-16,4,3,3?,Fledged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5892245,0.509240069,688.7566667,39119.68133,37.11284427,0.417128809,658.0866667,74114.35,25.31554849,0.456672426,644.13,50555.15033,28.40264363,0.449293444,631.07,56720.07933,;,N,NA,N,NA,Y,NA,NA,2012,142,198,NA,NA,118.1666667,83,82,NA,NA,Parasite and additional morphometric data available,NA,7/13/2012,Y,144,Yellow,Yellow,NA,NA,NA,6/13/2012,NA,NA,52312
2600-27344,Mayas,NA,N,F,NA,AKH,2012-05-23,121,121.5,121.5,Y,Y,79,79,79,78,78,78,19.75,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,6,old,2540-98866,2012-05-21,4,4,4,Fledged,Y,6.2,old,2540-98866,2012-07-10,3,3,3,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;,N,NA,N,NA,Y,NA,NA,2012,142,192,NA,NA,121.3333333,78,79,NA,NA,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,NA,Red,NA,NA,NA,5/23/2012,NA,NA,NA
2600-27345,Mayas,NA,N,F,BP,AKH,2012-05-23,116,117,117,Y,Y,78,78,79,80,80,80,18.5,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,46,old,2600-27341,2012-05-14,2,1,0,Failed,N,46.2,old,2600-27341,2012-07-09,5,5,4,Fledged,Y,NA,78,old,2600-27341,2012-07-25,4,0,0,Failed,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.30339526,0.481293341,637.42,44539.88033,34.42949708,0.425339197,613.48,68755.70567000001,32.23712385,0.405829363,648.4633333,64377.53633,25.11901836,0.457924345,638.7133333,50162.67967,;,N,NA,Y,Cross foster,Y,NA,NA,2012,135,191,207,NA,116.6666667,80,78.33333333,NA,2012-07-01,Parasite and additional morphometric data available,NA,6/6/2012,Y,144,Yellow,Purple,Lt Blue,NA,NA,5/23/2012,NA,NA,52312
2600-27346,Mayas,NA,N,M,TS,AH,2012-05-23,118,118,117.5,Y,Y,87,87,87,84,84,84,18,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,17,old,UNB,2012-05-17,5,3,3,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.49716141,0.505679038,679.4333333,36938.83133,33.21175613,0.464090171,670.8066667,66323.87700000001,34.21733834,0.4232377,660.8,68332.02467,18.18769254,0.488811201,660.04,36320.822,;,N,NA,N,NA,Y,NA,NA,2012,138,NA,NA,NA,117.8333333,84,87,NA,NA,Parasite and additional morphometric data available,NA,5/23/2012,N,144,Pink,Blue,Lavender,NA,NA,?,NA,NA,52312
2600-27347,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DESTROYED;,N,NA,N,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parasite and additional morphometric data available,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600-27348,Mayas,NA,N,F,BP,MF,2012-05-23,116.5,116.5,116.5,Y,Y,90,90,90,91,91,91,18,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,91,new,?,2012-07-04,4,2,0,Failed,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.15897797,0.501615546,644.13,40257.479,30.59489935,0.501889344,652.5066667,61098.014,39.40726723,0.458100078,652.5066667,78696.31267,22.80308897,0.494277322,679.4333333,45537.76867,;,N,NA,N,NA,Y,NA,NA,2012,186,NA,NA,NA,116.5,91,90,NA,NA,Parasite and additional morphometric data available,NA,7/18/2012,Y,144,Pink,Green,White,NA,NA,7/18/2012,NA,NA,52312
2600-27349,Mayas,NA,N,M,no BP,AKH,2012-05-23,115,114,114,Y,Y,86,87,87,86,86,87,16,15.75,6/6/2012,16.25,7/13/2012,NA,NA,NA,NA,N,NA,NA,55,old,2600-27352,2012-05-05,5,4,4,Fledged,Y,22,old,2600-27352,2012-06-28,3,3,2,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3207306,0.46821836,660.8,50565.499,33.98174445,0.458931937,661.18,67861.54367,22.02269604,0.469163443,669.7433333,43979.324,29.56224403,0.433369305,660.8,59035.80133,;,N,NA,N,NA,Y,NA,NA,2012,126,180,NA,NA,114.3333333,86.33333333,86.66666667,NA,NA,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,Red,Blue,NA,NA,NA,5/23/2012,NA,NA,52312
2600-27350,Mayas,NA,N,F,BP,JKH,2012-05-23,118,118,118.5,Y,Y,74,73.5,74,72.5,72.5,73,19.5,19.5,7/13/2012,0,NA,NA,NA,NA,NA,N,NA,NA,4,old,2540-98989,2012-05-17,5,5,5,Fledged,Y,86,old,2540-98989,2012-07-25,5,5,5,Fledged,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.03989417,0.472637893,608.42,46010.66867,30.16721599,0.412589073,643.0266667,60243.930329999996,42.72100517,0.368198179,601.7333333,85313.84733,29.44288466,0.421812938,605.0866667,58797.44067,;,N,NA,Y,Cross foster,Y,NA,NA,2012,138,207,NA,NA,118.1666667,72.66666667,73.83333333,NA,2012-06-06; 2012-07-14,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,Green,Purple,Green,NA,NA,5/23/2012,NA,NA,XXXXXX
2600-27351,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DESTROYED;,N,NA,N,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parasite and additional morphometric data available,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600-27352,Mayas,NA,N,F,BP,AH,2012-05-23,119,119.5,119.5,Y,Y,81,81,81.5,79.5,80,80,17,17,7/18/2012,0,NA,NA,NA,NA,NA,N,NA,NA,55,old,2600-27319,2012-05-05,5,4,4,Fledged,Y,22,old,2600-27349,2012-06-28,3,3,2,Fledged,Y,*don't have sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.87611584,0.473793888,660.42,45683.60333,43.65001018,0.392044645,661.18,87169.07033,36.97823802,0.394483967,660.42,73845.54133,32.19135487,0.448999214,660.8,64286.13567,;,N,NA,N,NA,Y,NA,NA,2012,126,180,NA,NA,119.3333333,79.83333333,81.16666667,NA,NA,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,Green,NA,Yellow,NA,NA,5/23/2012,NA,NA,52312
2600-27353,Mayas,NA,N,M,TS,?,2012-05-23,124,125,124.5,Y,Y,102,101,101,99,99,98,19.25,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,73?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.50139659,0.503876173,664.1166667,32953.289,35.13645618,0.427400777,599.3933333,70167.503,36.84132282,0.443571501,605.4266667,73572.12167,20.66230896,0.536554077,605.13,41262.631,;,N,NA,N,NA,Y,NA,NA,2012,NA,NA,NA,NA,124.5,98.66666667,101.3333333,NA,NA,Parasite and additional morphometric data available,NA,5/23/2012,Y,144,Red,Red,Orange,NA,NA,5/23/2012,NA,NA,52312
2600-27354,Schaap,NA,N,M,TS,AKH,2012-05-24,116,116,116,Y,Y,86.5,86.5,86.5,87,87,87,15.75,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,54,old,2600-27723,2012-06-10,4,4,4,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.07940778,0.46217023,658.0766667,34107.57733,33.13819195,0.426795655,591.43,66176.96932999999,31.54496128,0.437968871,601.7833333,62995.28767,21.68752412,0.449993701,678.4466667,43309.98567,;,N,NA,Y,Cross foster,Y,NA,NA,2012,162,NA,NA,NA,116,87,86.5,NA,2012-06-30,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,NA,PINK,NA,NA,NA,5/24/2012,NA,NA,52412
2600-27355,Schaap,NA,N,M,TS,AM,2012-05-24,122,121.5,122,Y,Y,111,111,111,111.5,111.5,111.5,17.25,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.152224,0.56688213,661.7133333,24267.99133,32.32565448,0.465518143,611.1466667,64554.332,26.8437543,0.478796082,631.02,53606.97733,17.96094008,0.528160242,640.7533333,35867.99733,;,N,NA,N,NA,Y,NA,NA,2012,NA,NA,NA,NA,121.8333333,111.5,111,NA,NA,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,PINK,YELLOW,NA,NA,NA,5/24/2012,NA,NA,52412
2600-27356,Schaap,NA,N,F,BP,JKH,2012-05-24,117,117,117,Y,Y,82,82,82,81,81.5,81,19,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,82,new,2540-98857,2012-06-18,4,4,4,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8972023,0.430179155,590.0566667,61701.713,37.94096411,0.4075223,613.46,75768.10532999999,39.9092659,0.376816824,606.0733333,79698.804,31.24120381,0.406605276,627.78,62388.684,;TAIL ALREADY COLORED FOR FIRST COUNT,N,NA,Y,Cross foster,Y,NA,NA,2012,170,NA,NA,NA,117,81.16666667,82,NA,2012-07-04,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,PURPLE,GREEN,GREEN,NA,NA,5/24/2012,NA,NA,52412
2600-27357,Schaap,NA,N,F,BP,CG,2012-05-24,119,119,119,Y,Y,78,78,77.5,79,79,79,17,16,6/18/2012,0,NA,NA,NA,NA,NA,N,NA,NA,41,old,BLANK,2012-06-05,4,4,4,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.00084109,0.493948575,619.1433333,43935.67967,27.69300334,0.454032956,614.4033333,55302.927670000005,26.41491337,0.455788116,597.04,52750.582,20.30307111,0.46641383,630.4566667,40545.233,;,N,NA,N,NA,Y,NA,NA,2012,157,NA,NA,NA,119,79,77.83333333,NA,NA,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,BLUE,GREEN,YELLOW,NA,NA,8/13/2012,NA,NA,61812
2600-27358,Schaap,NA,N,M,TS,CG,2012-05-24,120,120,120,Y,Y,87,88,87,88.5,88.5,88.5,17,16.5,5/24/2012,0,NA,NA,NA,NA,NA,N,NA,NA,45,old,2600-273630,2012-06-01,5,5,5,FLEDGED,Y,47,old,2600-27363,2012-07-15,4,4,4,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.57897263,0.456715695,627.78,49084.20833,33.13263913,0.429838998,598.3966667,66165.88033,31.42612552,0.419123243,627.46,62757.97267,26.49441012,0.437037762,616.8066667,52909.337,;,N,NA,Y,Cross foster,Y,6/18/2012,18,2012,153,197,NA,NA,120,88.5,87.33333333,NA,2012-06-20; 2012-08-04,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,GREEN,BLUE,DK BLUE,NA,NA,5/24/2012,NA,NA,52412
2600-27359,Schaap,NA,N,F,BP,JKH,2012-05-24,120,120,120,Y,Y,76,76,76,74,74,74,18,NA,NA,0,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.97135487,0.410665887,632.0766667,59852.79567,30.52883676,0.437020759,600.4133333,60966.087,28.26567835,0.388054875,602.78,56446.55967,28.63440344,0.44905421,572.7133333,57182.90367,;,N,NA,N,NA,Y,NA,NA,2012,NA,NA,NA,NA,120,74,76,NA,NA,Parasite and additional morphometric data available,NA,5/24/2012,N,145,RED,BLUE,LAVENDER,NA,NA,NA,NA,NA,52412
2600-27360,Schaap,NA,N,F,BP,AM,2012-05-24,118.5,118.5,118.5,Y,Y,86,86,86,88.5,88.5,88.5,17,NA,NA,0,NA,NA,NA,NA,NA,N,NA,NA,66,old,2600-27368,2012-06-06,5,5,5,FLEDGED,Y,88,new,2600-27368,2012-08-08,3,3,2,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.85738257,0.482831206,641.44,37658.193,31.66899049,0.457785807,652.05,63242.974,24.41235286,0.493991226,666.41,48751.46867,20.48891771,0.515276366,641.76,40916.36867,;,N,NA,Y,Cross foster,Y,6/18/2012,17.5,2012,158,221,NA,NA,118.5,88.5,86,NA,2012-06-26,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,YELLOW,YELLOW,YELLOW,NA,NA,8/13/2012,NA,NA,52412
2600-27361,Schaap,NA,N,F,BP,CG,2012-05-24,115,115,114.5,Y,Y,76,76,76,75.5,75.5,75.5,18.5,17.5,8/13/2012,0,NA,NA,NA,NA,NA,N,NA,NA,61,old,2600-27362,2012-06-02,5,5,5,FLEDGED,Y,85,new,2600-27362,2012-07-26,3,3,3,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25299649,0.512903592,657.1266667,34454.234,28.08490402,0.463292567,601.7933333,56085.553329999995,27.48671925,0.428968531,569.4333333,54890.97833,25.21203939,0.457435985,634.77,50348.44267,;,N,NA,Y,Cross foster,Y,6/18/2012,18.25,2012,154,208,NA,NA,114.8333333,75.5,76,NA,2012-06-22,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,YELLOW,PURPLE,RED,NA,NA,8/13/2012,NA,NA,52412
2600-27362,Schaap,NA,N,M,TS,CV,2012-05-24,121,121,121,Y,Y,94,93,93.5,93.5,94,93.5,16.5,NA,NA,0,NA,NA,NA,NA,NA,Y,NA,NA,61,old,2600-27361,2012-06-02,5,5,5,FLEDGED,Y,85,new,2600-27361,2012-07-26,3,3,3,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.21822968,0.494650774,635.16,38378.80467,36.24076214,0.440703713,644.0133333,72372.802,24.30924954,0.484921692,627.1633333,48545.57133,20.36209281,0.47813831,660.7566667,40663.09933,;,N,NA,Y,Cross foster,Y,6/18/2012,17,2012,154,208,NA,NA,121,93.66666667,93.5,NA,2012-06-22,Parasite and additional morphometric data available,NA,5/24/2012,N,145,PINK,PURPLE,YELLOW,NA,NA,NA,NA,NA,52412
2600-27363,Schaap,NA,N,F,TS,JKH,2012-05-24,114,114,114,Y,Y,73.5,74,74,74,74,74,16.5,16.25,8/13/2012,0,NA,NA,NA,NA,NA,N,NA,NA,45,old,2600-27358,2012-06-01,5,5,5,FLEDGED,Y,47,old,2600-27358,2012-07-15,4,4,4,FLEDGED,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11492238,0.520344084,670.3933333,28187.5,23.75779736,0.475349912,645.1,47444.32133,30.71676732,0.465789753,605.0733333,61341.38433,25.03809364,0.456696727,639.3633333,50001.073,;,N,NA,Y,Cross foster,Y,6/18/2012,18.5,2012,153,197,NA,NA,114,74,73.83333333,NA,2012-06-20; 2012-08-04,Parasite and additional morphometric data available,NA,5/24/2012,Y,145,NA,YELLOW,LAVENDER,NA,NA,5/24/2012,NA,NA,52412
